ID,brand,name_cn,name_fr,year,score,top_note,middle_note,base_note,note
208284,圣罗兰,皮革,YSL Yves Saint Laurent Cuir,2016,7.8,朗姆酒 藏红花 生姜,烟草 茶叶 桂花,皮革 愈创木 沉香(乌木),
316220,圣罗兰,肆意之水,YSL Yves Saint Laurent Eau Libre,1975,7.8,,,,醛 香柠檬 苦橙叶 香根草 橙花油 希蒂莺 雪松 麝香
806852,圣罗兰,运动版男士,YSL Yves Saint Laurent L'Homme Sport,2014,6.8,柠檬马鞭草 香柠檬 醛,芫荽 木质,雪松 琥珀,
244458,圣罗兰,天之骄子古龙淡蓝版,YSL Yves Saint Laurent L’Homme Cologne Bleue,2018,6.8,海水 葡萄柚 血橙 橘子 胡椒 小豆蔻,薰衣草 苹果 天竺葵 百里香,广藿香 雪松 檀香木,
116152,圣罗兰,甜心佳人,YSL Yves Saint Laurent Young Sexy Lovely,2007,7.1,梨 橘子 黑加仑,樱花 木兰 桃子,麝香 琥珀 雪松,
639565,圣罗兰,撒哈拉,YSL Yves Saint Laurent Saharienne,2011,6.8,柠檬 香柠檬 橘子,白色花系 橙花 醋栗叶 白松香 苦橙叶,生姜 粉红胡椒,
580773,圣罗兰,自由至上淡香版（纵情盛夏）,YSL Yves Saint Laurent Libre L'Eau Nue,2025,7,青橘 香柠檬,橙花,薰衣草,
220945,圣罗兰,爱情再现恋恋情深,YSL Yves Saint Laurent In Love Again Edition Fleur De La Passion,2005,8.3,葡萄柚 树莓 黑加仑 葡萄 蓝莓,醋栗叶 西番莲 牡丹 玫瑰 八角 木兰,麝香 檀香木 香草,
479636,圣罗兰,恋恋情深闪耀茉莉,YSL Yves Saint Laurent In Love Again Jasmin Etoile,2005,8.8,醋栗叶 橘子 八角,茉莉 杨桃,香草 雪松 檀香木,
186833,圣罗兰,同名男士高级浓缩,YSL Yves Saint Laurent Pour Homme Haute Concentration,1983,9.4,柠檬 苦橙叶 康乃馨,迷迭香 广藿香 零陵香豆,木质 肉豆蔻,
848161,圣罗兰,美丽鸦片淡香精,YSL Yves Saint Laurent Belle d'Opium Eau de Parfum Éclat,2012,8.9,百合 八角 茉莉 栀子花 橘子,焚香 烟草 果香 胡椒 桃子 橙花,广藿香 甘草 檀香木 琥珀,
589954,圣罗兰,暗夜男士极致,YSL Yves Saint Laurent La Nuit de L'Homme L'Intense,2015,7,鸢尾花 紫罗兰,香草 鼠尾草,零陵香豆 广藿香,
753238,圣罗兰,壮丽玫瑰,YSL Yves Saint Laurent Majestic Rose,2013,7.9,,,,玫瑰 沉香(乌木) 愈创木 树莓 藏红花
565487,圣罗兰,生姜,YSL Yves Saint Laurent L’Homme Cologne Gingembre,2011,7.5,水 香柠檬,生姜 紫罗兰叶 胡椒 罗勒,麝香 香根草 雪松 橡木苔,
925543,圣罗兰,精致刺绣,YSL Yves Saint Laurent Exquisite Embroidery,2017,8.6,肉豆蔻 生姜,玫瑰 广藿香,龙涎香 沉香(乌木) 麝香,
296838,圣罗兰,锦绣之木,YSL Yves Saint Laurent Splendid Wood,2014,8.1,焚香 小豆蔻,木质 茉莉,沉香(乌木) 莎草 雪松,
566920,圣罗兰,炫动加强版淡香精,YSL Yves Saint Laurent Elle Intense Eau de Parfum,2008,8.2,荔枝 树莓,红浆果 鸢尾花 茉莉,广藿香 安息香脂 琥珀,
693166,圣罗兰,巴黎淑女极致,YSL Yves Saint Laurent Parisienne A L'Extreme,2010,7.7,黑莓,玫瑰 紫罗兰,绒面革 麝香 广藿香 香草 焚香 仿麂皮,
921424,圣罗兰,情窦音乐盒限量版,YSL Yves Saint Laurent Baby Doll Music Box Collector,2007,8.9,,,,
965904,圣罗兰,自由至上（自由之水）精醇版,YSL Yves Saint Laurent Libre Le Parfum,2022,7.2,生姜 藏红花 橘子 香柠檬,橙花 薰衣草,香草 蜂蜜 零陵香豆 香根草,
626768,圣罗兰,高定衣典系列-金饰,YSL Yves Saint Laurent Gold Supreme Bouquet,2025,7.2,依兰 晚香玉,茉莉,蜂蜜,
182210,圣罗兰,宣言之光,YSL Yves Saint Laurent Manifesto L’Eclat,2014,7.5,醋栗叶 茶叶 香柠檬 橙花油,茉莉 橙花 小苍兰 玫瑰,香草 零陵香豆 开司米木 檀香木,
843315,圣罗兰,科诺斯清凉,YSL Yves Saint Laurent Kouros Fraicheur,1993,9,,菠萝 橙花,生姜 广藿香 香根草 琥珀,
259451,圣罗兰,黑鸦片月光冲突淡香精收藏限量版,YSL Yves Saint Laurent Black Opium Sparkle Clash Limited Collector's Edition Eau de Parfum,2016,7.9,粉红胡椒 橙花油 梨,咖啡 甘草 杏仁 茉莉,香草 广藿香 开司米木 雪松,
777055,圣罗兰,M7清新版,YSL Yves Saint Laurent M7 Fresh,2004,8,葡萄柚 香柠檬 橘子,沉香(乌木) 生姜 苦橙,香根草 麝香,
712559,圣罗兰,暗夜男士电力之水,YSL Yves Saint Laurent La Nuit de L'Homme Eau Électrique,2017,6.3,苹果 柠檬 橘子,天竺葵 薰衣草 鼠尾草 橙花,香草 零陵香豆 开司米木 雪松 广藿香 香根草,
862770,圣罗兰,银色科诺诗,YSL Yves Saint Laurent Kouros Silver,2015,6.3,苹果,鼠尾草,琥珀 木质,
567116,圣罗兰,先锋男士香精版,YSL Yves Saint Laurent Y Le Parfum,2021,8,苹果 醛 葡萄柚 生姜,鼠尾草 薰衣草 天竺葵,零陵香豆 雪松 乳香 广藿香,
701389,圣罗兰,左岸男士珍藏版,YSL Yves Saint Laurent La Collection Rive Gauche Pour Homme,2011,8.3,,,,薰衣草 橡木苔 天竺葵 蕨类植物 愈创木 广藿香
965904,圣罗兰,自由至上（自由之水）精醇版,YSL Yves Saint Laurent Libre Le Parfum,2022,7.2,生姜 藏红花 橘子 香柠檬,橙花 薰衣草,香草 蜂蜜 零陵香豆 香根草,
626768,圣罗兰,高定衣典系列-金饰,YSL Yves Saint Laurent Gold Supreme Bouquet,2025,7.2,依兰 晚香玉,茉莉,蜂蜜,
182210,圣罗兰,宣言之光,YSL Yves Saint Laurent Manifesto L’Eclat,2014,7.5,醋栗叶 茶叶 香柠檬 橙花油,茉莉 橙花 小苍兰 玫瑰,香草 零陵香豆 开司米木 檀香木,
843315,圣罗兰,科诺斯清凉,YSL Yves Saint Laurent Kouros Fraicheur,1993,9,,菠萝 橙花,生姜 广藿香 香根草 琥珀,
259451,圣罗兰,黑鸦片月光冲突淡香精收藏限量版,YSL Yves Saint Laurent Black Opium Sparkle Clash Limited Collector's Edition Eau de Parfum,2016,7.9,粉红胡椒 橙花油 梨,咖啡 甘草 杏仁 茉莉,香草 广藿香 开司米木 雪松,
777055,圣罗兰,M7清新版,YSL Yves Saint Laurent M7 Fresh,2004,8,葡萄柚 香柠檬 橘子,沉香(乌木) 生姜 苦橙,香根草 麝香,
712559,圣罗兰,暗夜男士电力之水,YSL Yves Saint Laurent La Nuit de L'Homme Eau Électrique,2017,6.3,苹果 柠檬 橘子,天竺葵 薰衣草 鼠尾草 橙花,香草 零陵香豆 开司米木 雪松 广藿香 香根草,
862770,圣罗兰,银色科诺诗,YSL Yves Saint Laurent Kouros Silver,2015,6.3,苹果,鼠尾草,琥珀 木质,
567116,圣罗兰,先锋男士香精版,YSL Yves Saint Laurent Y Le Parfum,2021,8,苹果 醛 葡萄柚 生姜,鼠尾草 薰衣草 天竺葵,零陵香豆 雪松 乳香 广藿香,
701389,圣罗兰,左岸男士珍藏版,YSL Yves Saint Laurent La Collection Rive Gauche Pour Homme,2011,8.3,,,,薰衣草 橡木苔 天竺葵 蕨类植物 愈创木 广藿香
503812,圣罗兰,爵士珍藏版,YSL Yves Saint Laurent La Collection Jazz,2011,7.6,芫荽,天竺葵 艾蒿 柏树,广藿香,
368344,圣罗兰,鸦片秘密,YSL Yves Saint Laurent Opium Secret de Parfum,1992,,橘子 香柠檬 铃兰,没药 英国金盏花 茉莉,琥珀 红没药 广藿香 香草,
852108,圣罗兰,阿特拉斯花园,YSL Yves Saint Laurent Atlas Garden,2019,6.9,橙花油 橘子 香柠檬,橙花 大枣,零陵香豆 降龙涎香醚,
673417,圣罗兰,野性皮革,YSL Yves Saint Laurent Wild Leather,2021,,,,,皮革 绒面革 甘草 藏红花 愈创木 香草 香柠檬 胡椒 橙花 百里香 广藿香 薰衣草 天竺葵
989769,圣罗兰,鸦片帝国之花,YSL Yves Saint Laurent Opium Fleur Imperiale,2006,8.6,香柠檬 橘子 橙花油,康乃馨 杏树花 茉莉,没药 琥珀 木质 香草 桂花 广藿香,
316044,圣罗兰,巴黎玫瑰果园,YSL Yves Saint Laurent Paris Roses des Vergers,2006,6.9,,,,野玫瑰果 檀香木 麝香 樱花 梨花 仙客来 木质 醋栗叶
873540,圣罗兰,巴黎浪漫花语春日,YSL Yves Saint Laurent Paris Jardins Romantiques,2007,8.2,青草 橘子,玫瑰 紫罗兰 紫丁香 百合 铃兰,麝香 檀香木,
841424,圣罗兰,先锋男士Live版,YSL Yves Saint Laurent Y Live,2019,6.4,橙花,生姜 香柠檬,杜松 鼠尾草,
855218,圣罗兰,赤裸珍藏版,YSL Yves Saint Laurent La Collection Nu,2011,7.5,小豆蔻 香柠檬,焚香 兰花,乳香,
225871,圣罗兰,男士珍藏版,YSL Yves Saint Laurent La Collection Pour Homme,2011,,柠檬 柑橘 苦橙叶 薄荷,橡木苔,广藿香,
420958,圣罗兰,黑鸦片,梦幻精粹 YSL Yves Saint Laurent Black Opium Pure Illusion,2017,9.1,梨 粉红胡椒 橙花,咖啡 杏仁 茉莉 甘草,香草 雪松 广藿香 开司米木,
515130,圣罗兰,影院之吻,YSL Yves Saint Laurent Baiser de Cinéma,2007,8.6,,,,克里曼丁红橘 杏仁 香草 琥珀 朱顶红 茉莉 仙客来 牡丹 麝香
684733,圣罗兰,东方鸦片男士,YSL Yves Saint Laurent Opium Pour Homme Eau d'Orient,2007,8.8,辛香料 葡萄柚 香柠檬 柠檬,生姜 八角 胡椒 肉豆蔻,香根草 琥珀 檀香木,
367518,圣罗兰,巴黎淑女浓情,YSL Yves Saint Laurent Parisienne L'Essentiel,2011,7.8,黑莓 粉红胡椒 乙烯基,玫瑰 茉莉 鸢尾花,麝香 零陵香豆 绒面革,
367345,圣罗兰,巴黎淑女淡香水,YSL Yves Saint Laurent Parisienne Eau de Toilette,2010,6.8,玫瑰 醛,紫罗兰叶 铃兰,鸢尾花 绒面革 麝香,
908186,圣罗兰,天之骄子淡香精,YSL Yves Saint Laurent L'Homme Eau de Parfum,2022,8.1,苦橙 香柠檬,薰衣草 天竺葵,干邑白兰地 橡木 雪松 香根草,
643046,圣罗兰,情窦魔幻,YSL Yves Saint Laurent Baby Doll Magic,2007,7.9,,,,西瓜 野玫瑰果 桃子 橙子
748216,圣罗兰,宣言淡香精,YSL Yves Saint Laurent Manifesto Le Parfum,2015,8.3,香柠檬,茉莉 鸢尾花,零陵香豆 安息香脂 檀香木,
872583,圣罗兰,鸦片东方限量版,YSL Yves Saint Laurent Opium Oriental Limited Edition,2006,,,,,桂花 杏树花 香草 茉莉 橘子
470693,圣罗兰,Y珍藏版,YSL Yves Saint Laurent La Collection Y,2011,,香柠檬 辛香料,白色花系 鸢尾花 粉红胡椒,橡木苔 广藿香,
905930,圣罗兰,高贵皮革,YSL Yves Saint Laurent Noble Leather,2013,7.7,,,,皮革 干果 香草 广藿香 琥珀
784841,圣罗兰,鸦片收藏版,YSL Yves Saint Laurent Opium Collector's Edition,2013,,橘子 香柠檬 铃兰,没药 公丁香 茉莉,琥珀 红没药 广藿香 香草,
893317,圣罗兰,左岸男士极致,YSL Yves Saint Laurent Rive Gauche Pour Homme Intense,2003,,八角 迷迭香 香柠檬,薰衣草 天竺葵 公丁香,广藿香 香根草 愈创木 零陵香豆,
150239,圣罗兰,巴黎玫瑰,YSL Yves Saint Laurent Paris Roses des Bois,2004,,,玫瑰 紫罗兰 铃兰 橙花,麝香 檀香木,
171676,圣罗兰,电影节夏日,YSL Yves Saint Laurent Cinéma Festival d'Ete,2006,7.8,克里曼丁红橘 迷迭香 柠檬 杏花 快乐鼠尾草 橘子,茉莉 朱顶红 牡丹 提亚蕾花,香草 琥珀 麝香,
236681,圣罗兰,鸦片红色致命珍藏版,YSL Yves Saint Laurent Opium Rouge Fatal (Collector's Edition),2015,,橘子 香柠檬 铃兰,没药 公丁香 康乃馨 茉莉,广藿香 香草 琥珀 香根草,
648213,圣罗兰,炫动激情,YSL Yves Saint Laurent Elle Shocking (Elle Eau de Toilette),2009,,生姜 橘子 树莓,牡丹 小苍兰 茉莉,广藿香 雪松 麝香,
352793,圣罗兰,巴黎淡香精,YSL Yves Saint Laurent Paris EDP,1983,,绿叶 香柠檬 决明子 天竺葵 山楂 风信子 含羞草 橙花 芳香植物,玫瑰 铃兰 紫罗兰 茉莉 百合 鸢尾根 依兰 椴树花,麝香 雪松 天芥菜 鸢尾花 檀香木 琥珀 橡木苔,
975131,圣罗兰,情窦占卜,YSL Yves Saint Laurent Baby Doll Lucky Game,2006,,,,,石榴 葡萄柚 大黄 野玫瑰果 桃子 红浆果 生姜 小苍兰 肉桂 雪松 小豆蔻
367095,圣罗兰,糖果情窦,YSL Yves Saint Laurent Baby Doll Candy Pink,2005,,,,,石榴糖浆 红醋栗 玫瑰 康乃馨 大黄 葡萄柚 小苍兰 生姜 雪松
726547,圣罗兰,生而不羁浓香版,YSL Yves Saint Laurent Myslf Le Parfum,2024,6.9,,,,橙花 黑胡椒 木质 广藿香 香草 琥珀
414657,圣罗兰,巴黎首映玫瑰,YSL Yves Saint Laurent Paris Premieres Roses,2014,,玫瑰 紫罗兰 橙花油,玫瑰 牡丹 铃兰,玫瑰 麝香 檀香木,
523704,圣罗兰,自由至上（自由之水）金箔鎏金限量版,YSL Yves Saint Laurent Libre Eau de Parfum Collector Edition,2021,8.2,苦橙叶 薰衣草 黑加仑 橘子,橙花 薰衣草 茉莉,麝香 雪松 香草 龙涎香,
456971,圣罗兰,左岸清凉,YSL Yves Saint Laurent Rive Gauche Fraicheur,1995,,,,,醛 忍冬 香柠檬 柠檬 牡丹 茉莉 玫瑰 麝香 檀香木 鸢尾根
643359,圣罗兰,男士夏日,YSL Yves Saint Laurent L'Homme Eau d'Eté,2007,,生姜 香柠檬,紫罗兰 罗勒 胡椒,零陵香豆 香根草 麝香 雪松,
886493,圣罗兰,巴黎淑女粉红轻盈,YSL Yves Saint Laurent Parisienne L’Eau,2012,,玫瑰 绿叶 乙烯基 紫罗兰叶,黑加仑 蔓越莓 红浆果,麝香 广藿香 雪松,
578307,圣罗兰,电影节,YSL Yves Saint Laurent Cinéma Festival,2006,,柠檬 橘子 杏花,提亚蕾花 茉莉 朱顶红,香草 琥珀 麝香,
341301,圣罗兰,暗夜男士淡香精,YSL Yves Saint Laurent La Nuit de L'Homme Eau de Parfum,2019,,小豆蔻 葡萄柚,皮革 薰衣草 快乐鼠尾草,零陵香豆 檀香木 广藿香 香根草,
502603,圣罗兰,男士香水,YSL Yves Saint Laurent L'Homme Le Parfum,2020,,臭氧 小豆蔻 柠檬,天竺葵 紫罗兰叶 罗勒,琥珀木 雪松 香根草,
671209,圣罗兰,自由至上（自由之水）发香喷雾,YSL Yves Saint Laurent Libre Hair Mist,2021,8.4,橘子 苦橙叶 黑加仑,薰衣草 橙花 茉莉,雪松 麝香 香草 龙涎香,
520838,圣罗兰,暗夜男士蓝色电力,YSL Yves Saint Laurent La Nuit de L'Homme Bleu Électrique,2021,8.6,小豆蔻 生姜 香柠檬,薰衣草 天竺葵,雪松 香根草,
873432,圣罗兰,刺青,YSL Yves Saint Laurent Kouros Tattoo,2007,,香柠檬 橙花油 橘子,,焚香 麝香 雪松,
959559,圣罗兰,巴黎春之水,YSL Yves Saint Laurent Paris Eau de Printemps Limited Edition,2002,,风信子 香柠檬 天竺葵 山楂,紫罗兰 玫瑰 含羞草 百合 橙花,香根草 檀香木 麝香,
463842,圣罗兰,情窦蜜月,YSL Yves Saint Laurent Baby Doll Honeymoon Limited Edition,2009,,红醋栗 百香果 葡萄柚 大黄,石榴 茉莉 西番莲 桃子 玫瑰,麝香 雪松,
185171,圣罗兰,天之骄子古龙水,YSL Yves Saint Laurent L'Homme Libre Cologne Tonic,2013,,水 柠檬马鞭草 粉红胡椒,紫罗兰 醛 罗勒,香根草 开司米酮 麝香 琥珀 皮革,
160183,圣罗兰,影院金装版,YSL Yves Saint Laurent Cinéma Gold,2005,,,,,香草 克里曼丁红橘 朱顶红 杏仁 牡丹 仙客来 琥珀 麝香 茉莉
631561,圣罗兰,东方鸦片极致,YSL Yves Saint Laurent Opium Orient Extreme,2007,,铃兰 橘子 香柠檬,辛香料 康乃馨 茉莉,红没药 琥珀 香草 广藿香,
437068,圣罗兰,科诺斯运动之水,YSL Yves Saint Laurent Kouros Eau de Sport,1986,,琥珀 绿叶 艾蒿,康乃馨 茉莉 玫瑰 白松香,麝香 橡木苔 乳香 广藿香 香根草 香草,
698957,圣罗兰,黑鸦片,狂热版 YSL Yves Saint Laurent Black Opium Wild Edition,2016,,梨 粉红胡椒 橙花,咖啡 茉莉 杏仁 甘草,香草 广藿香 开司米木 雪松,
100141,圣罗兰,反转巴黎2020限量版,YSL Yves Saint Laurent Mon Paris Collector Edition,2020,,草莓 树莓 梨 西瓜酮 香柠檬 橙子 橘子,牡丹 茉莉 茉莉 曼陀罗 橙花,降龙涎香醚 广藿香 广藿香 雪松 麝香 橡木苔 香草,
476633,圣罗兰,甜心佳人极致收藏版,YSL Yves Saint Laurent Young Sexy Lovely Collector Intense,2007,,梨 橘子,樱桃 木兰,麝香 广藿香 琥珀,
885985,圣罗兰,先锋男士精粹,YSL Yves Saint Laurent Y Elixir,2024,,薰衣草,天竺葵,沉香(乌木) 乳香,
934316,圣罗兰,精致麝香,YSL Yves Saint Laurent Exquisite Musk,2016,,生姜,玫瑰 肉豆蔻 肉桂,安息香脂 麝香 广藿香 劳丹脂 龙涎香 沉香(乌木),
241658,圣罗兰,鸦片-君子好逑（中国诗）,YSL Yves Saint Laurent Opium Poesie de Chine pour Homme,2008,,八角 葡萄柚 香柠檬,胡椒 橙花 肉豆蔻,檀香木 琥珀 香根草,
816900,圣罗兰,巴黎春之水,YSL Yves Saint Laurent Paris Eau de Printemps Limited Edition,2009,,玫瑰 紫罗兰,牡丹 忍冬 茉莉,檀香木 麝香,
181117,圣罗兰,科诺斯运动,YSL Yves Saint Laurent Kouros Cologne Sport,2003,,,,,仙客来 茉莉 辛香料 雪松 香柠檬
305724,圣罗兰,东方鸦片男士,YSL Yves Saint Laurent Opium Pour Homme Eau d'Orient,2006,,八角 葡萄柚 香柠檬,生姜 胡椒 肉豆蔻,檀香木 竹子 香根草 琥珀,
971960,圣罗兰,巴黎第一玫瑰,YSL Yves Saint Laurent Paris Premieres Roses,2013,,野玫瑰果,玫瑰 牡丹 紫罗兰 风铃草 橙花 铃兰,麝香 檀香木,
694382,圣罗兰,黑鸦片耀夜限量版,YSL Yves Saint Laurent Black Opium Shine On,2019,,梨 粉红胡椒 橙花,咖啡 茉莉 杏仁 甘草,香草 广藿香 雪松 开司米木,
186489,圣罗兰,夏日之水男士,YSL Yves Saint Laurent L'Homme Eau d'Ete,2008,,香柠檬 生姜,罗勒 紫罗兰 胡椒,香根草 零陵香豆 雪松 麝香,
696820,圣罗兰,高定衣典系列-花结领,YSL Yves Saint Laurent Lavalliere,2022,8.1,无花果 黑加仑 香柠檬,玫瑰 天竺葵 茉莉,香根草 麝香 开司米酮,
498371,圣罗兰,自由至上（自由之水）经典版,YSL Yves Saint Laurent Libre,2019,6.9,橙花,薰衣草,香草 麝香 龙涎香,
739673,圣罗兰,高定衣典系列-长衫,YSL Yves Saint Laurent Caftan,2015,8.1,粉红胡椒 蜜橘 香柠檬,安息香脂 乳香 安息香,劳丹脂 麝香,
190434,圣罗兰,醉爱（香槟）,YSL Yves Saint Laurent Yvresse (Champagne),1993,8.6,桃子 油桃 杏 葛缕子 茴芹 薄荷,肉桂 荔枝 玫瑰 玫瑰 康乃馨 紫罗兰 鸢尾花 茉莉 铃兰,橡木苔 琥珀 安息香脂 广藿香 香草 安息香 雪松 麝香 椰子 香根草,
905163,圣罗兰,左岸,YSL Yves Saint Laurent Rive Gauche,1971,8.4,醛 绿叶 忍冬 香柠檬 桃子 柠檬,玫瑰 鸢尾花 天竺葵 铃兰 依兰 茉莉 木兰 栀子花,橡木苔 香根草 麝香 檀香木 零陵香豆 琥珀,
717547,圣罗兰,反转巴黎淡香精,YSL Yves Saint Laurent Mon Paris,2016,6.2,草莓 树莓 梨 橙子 蜜橘 香柠檬 西瓜酮,牡丹 茉莉 茉莉 曼陀罗 橙花,广藿香 广藿香 麝香 香草 降龙涎香醚 橡木苔 雪松,
700742,圣罗兰,天之骄子,YSL Yves Saint Laurent L'Homme,2006,7.6,生姜 香柠檬 柠檬,辛香料 紫罗兰叶 胡椒 罗勒,零陵香豆 雪松 香根草,
620381,圣罗兰,高定衣典系列-风衣,YSL Yves Saint Laurent Trench,2015,8.1,蜜橘 香柠檬 无花果,鸢尾花 橙花油,麝香 雪松 黄葵,
914116,圣罗兰,高定衣典系列-连体衣,YSL Yves Saint Laurent Jumpsuit,2020,7.8,香柠檬 橘子 苦橙叶 比加拉德,牡丹 木兰 茉莉,檀香木 降龙涎香醚 桃子,
718394,圣罗兰,科诺诗,YSL Yves Saint Laurent Kouros,1981,7.4,醛 芫荽 快乐鼠尾草 艾蒿 香柠檬,广藿香 康乃馨 香根草 肉桂 天竺葵 茉莉 鸢尾根,麝猫香 蜂蜜 皮革 麝香 橡木苔 琥珀 零陵香豆 香草,
583520,圣罗兰,自由至上（自由之水）圣诞限定豹纹款,YSL Yves Saint Laurent Libre Eau de Parfum Collector Edition (Dress Me Wild),2020,,薰衣草 橘子 橙花油,橙花 茉莉,香草 零陵香豆 麝香,
603976,圣罗兰,反转巴黎吸睛版,YSL Yves Saint Laurent Mon Paris Gold Attraction Edition,2018,6.6,草莓 树莓 梨 西瓜酮 橙子 香柠檬 蜜橘,牡丹 茉莉 茉莉 橙花 曼陀罗,广藿香 广藿香 橡木苔 麝香 雪松 香草 降龙涎香醚,
967689,圣罗兰,巴黎第一玫瑰,YSL Yves Saint Laurent Paris Premieres Roses,2012,,日本玫瑰 紫罗兰 橙花,玫瑰 铃兰 牡丹,麝香 檀香木,
730358,圣罗兰,巴黎第一玫瑰,YSL Yves Saint Laurent Paris Premieres Roses,2016,,野玫瑰果 紫罗兰叶 橙花油 香柠檬,玫瑰 铃兰 牡丹,麝香 檀香木 紫罗兰,
348855,圣罗兰,黑鸦片吸金版,YSL Yves Saint Laurent Black Opium Gold Attraction Edition,2018,,粉红胡椒 梨 橙花,甘草 咖啡 茉莉 杏仁,香草 雪松 广藿香 开司米木,
958698,圣罗兰,左岸极致,YSL Yves Saint Laurent Rive Gauche Intense,2003,,醛 绿叶 香柠檬 柠檬,依兰 玫瑰 栀子花 忍冬,橡木苔 香根草 檀香木 广藿香 没药 琥珀,
224523,圣罗兰,先锋男士淡香精馥郁版,YSL Yves Saint Laurent Y Eau de Parfum Intense,2023,,生姜 杜松子 香柠檬,鼠尾草 天竺葵 薰衣草,香根草 广藿香 雪松,
108105,圣罗兰,影院淡香水,YSL Yves Saint Laurent Cinéma Eau de Toilette,2006,,克里曼丁红橘 含羞草 仙客来,茉莉 朱顶红 牡丹,香草 琥珀 麝香,
282517,圣罗兰,迷情光影巴黎,YSL Yves Saint Laurent Paris Rebel Collector,2015,,玫瑰 醋栗叶 山楂 风信子 青柠 绿叶 含羞草 天竺葵 橙花 旱金莲,玫瑰 紫罗兰 百合 鸢尾根 依兰 铃兰 茉莉,麝香 天芥菜 鸢尾花 檀香木 橡木苔 雪松 琥珀,
238688,圣罗兰,炫动收藏版,YSL Yves Saint Laurent Elle Edition Collector,2010,,葡萄柚,茉莉 粉红胡椒,琥珀 安息香脂,
162615,圣罗兰,鸦片夏日版,YSL Yves Saint Laurent Opium Eau D'ete Summer Fragrance,2002,,橘子 香柠檬 橙子,康乃馨 广藿香 茉莉,没药 香草,
783540,圣罗兰,科诺斯夏日,YSL Yves Saint Laurent Kouros Summer Edition,2008,,,,,橘子 香柠檬 木质 琥珀
676820,圣罗兰,巴黎首映玫瑰,YSL Yves Saint Laurent Paris Premieres Roses,2015,,玫瑰 紫罗兰叶 橙花油,玫瑰 牡丹 铃兰,檀香木 麝香,
235627,圣罗兰,左岸男士轻盈,YSL Yves Saint Laurent Rive Gauche Pour Homme Light,2004,,八角 薄荷 香柠檬,天竺葵 薰衣草 广藿香,愈创木 香根草,
152808,圣罗兰,鸦片夏日之水,YSL Yves Saint Laurent Opium Eau D'ete Summer Fragrance,2003,,橘子 苦橙 香柠檬,康乃馨 茉莉,没药 香草 广藿香,
858502,圣罗兰,黑鸦片斑马,YSL Yves Saint Laurent Black Opium Zebra Collector,2021,,粉红胡椒 梨 橙花,咖啡 杏仁 甘草 茉莉,香草 广藿香 雪松 开司米木,
240655,圣罗兰,电影情节,YSL Yves Saint Laurent Cinéma Scenario d'Ete,2008,,青柠 橘子 橙子,茉莉 朱顶红 依兰,桃子 麝香 琥珀,
409266,圣罗兰,东方鸦片清凉,YSL Yves Saint Laurent Opium Fraicheur d'Orient,1998,,,,,蜜橘 树脂 生姜 康乃馨 胡椒 肉桂 芫荽 广藿香 琥珀 麝香 茉莉 木质
633926,圣罗兰,黑鸦片异域幻觉,YSL Yves Saint Laurent Black Opium Exotic Illusion,2019,,梨 橙花 粉红胡椒,咖啡 甘草 茉莉 杏仁,香草 雪松 广藿香 开司米木,
239523,圣罗兰,夏日女士,YSL Yves Saint Laurent Elle Summer Fragrance,2008,,牡丹 生姜 蜜橘,红浆果 小苍兰 树莓,牡丹 香根草 广藿香 麝香,
146744,圣罗兰,自由至上（自由之水）珍藏版,YSL Yves Saint Laurent Libre Eau de Parfum Collector Edition,2024,,薰衣草 橘子 黑加仑 苦橙叶,薰衣草 橙花 茉莉,香草 麝香 龙涎香 雪松,
908703,圣罗兰,自由至上（自由之水）加强版,YSL Yves Saint Laurent Libre Intense,2020,,薰衣草 橘子 香柠檬,薰衣草 橙花 茉莉 兰花,香草 零陵香豆 龙涎香 香根草,
145114,圣罗兰,黑鸦片圣诞收藏版,YSL Yves Saint Laurent Black Opium Baby Cat Collector,2020,,梨 橙花 粉红胡椒,咖啡 杏仁 甘草 茉莉,广藿香 香草 开司米木 雪松,
714279,圣罗兰,反转巴黎花溢爱之恋,YSL Yves Saint Laurent Mon Paris Floral Eau de Parfum In Love Collector,2020,,桃子 梨 树莓 香柠檬,木兰 牡丹 橙花 茉莉 曼陀罗,麝香 广藿香 开司米酮,
921976,圣罗兰,炫动限量版,YSL Yves Saint Laurent Elle Limited Edition,2012,,牡丹 葡萄柚 橘子,茉莉 粉红胡椒 树莓,安息香脂 琥珀 香根草,
680071,圣罗兰,黑鸦片,月光冲突 限量版 YSL Yves Saint Laurent Black Opium Sparkle Clash Limited Collector's Edition Eau de Toilette,2016,,梨 橘子,茶叶 茉莉 橙花,咖啡 木质,
286447,圣罗兰,黑鸦片蛇纹夹克,YSL Yves Saint Laurent Black Opium Snake Jacket,2020,,梨 橙花 粉红胡椒,甘草 咖啡 杏仁 茉莉,广藿香 香草 雪松 开司米木,
546232,圣罗兰,黑鸦片,施华洛世奇版 YSL Yves Saint Laurent Black Opium Swarovski Edition,2015,,粉红胡椒 橙花 梨,咖啡 杏仁 甘草 茉莉,香草 开司米木 广藿香 雪松,
432395,圣罗兰,科诺斯轻盈淡香水,YSL Yves Saint Laurent Kouros Eau de Toilette Tonique,2011,,香柠檬 柠檬,海水,焚香 木质 广藿香,
