name,description,fragrance,top_notes,middle_notes,base_notes,detail_url
Carolina Herrera Good Girl 好女孩高跟鞋女性淡香精,"不得不說這搶眼的外型， 讓人非常好奇這香味，在追了 很多國外的影評，10支有4支推了這瓶， 不用拔蓋的按壓 ，非常方便，首先聞到是妖艷的甜帶有茉莉的濃，一開始覺得可怕

後面轉便成溫暖的木質感中帶有像巧 克力的香氣，實測上，會讓男生 聞了忍不住 靠近在聞一次又一次，男生言味道像「奶油爆米花味 ，真想咬你一口」，這個撲倒香 很棒，推倒指數6顆星",東方花香調 、 誘人美食調,杏仁、咖啡,沙巴茉莉、晚香玉,可可、烘烤過的零陵香豆,https://www.1976.com.tw/prod/15060
Chanel Coco Noir 香奈兒黑色可可女性淡香精,柑橘調在任何季節都非常適合，不刺鼻不濃郁，剛剛好的氣質，剛剛好的時尚，給你一種高貴但又容易親近的感覺。味道很持香，很有吸引力的女香。,柑橘花香調,葡萄柚、佛手柑,玫瑰、茉莉花、水仙、天竺葵葉,陵蘭香豆、印尼廣藿香、檀香、香草、白麝香乳香,https://www.1976.com.tw/prod/10863
Dolce & Gabbana L'Imperatrice 卓絕群倫(王后) 限量版女性淡香水,"看到好多網美的梳妝台都有這罐，就盲買了，
完全沒後悔!!! 已經好久不噴花果香的我也愛上了，
忍不住天天噴~睡覺也想噴枕頭!",檀香、麝香、煙燻木質香調,草莓、西瓜,大馬士革玫瑰、粉紅牡丹、玉蘭花、仙客來,,https://www.1976.com.tw/prod/22240
Jimmy Choo 同名女性淡香精 TESTER,"各層次味道都很耐聞, 持久不易撞香, 挺適合熟女, 用了就會愛上。。",木質花香調 、 柑苔調,義大利甜柑橘、水梨,老虎蘭花,太妃糖、印尼廣藿香,https://www.1976.com.tw/prod/11709
Carolina Herrera Good Girl 好女孩高跟鞋女性淡香精 TESTER,明顯的杏仁味，帶一點點茉莉，晚香玉的花香比茉莉明顯，要過一陣子才感受得到一點點可可。有一點杏仁的嗆鼻感。,東方花香調 、 誘人美食調,杏仁、咖啡,沙巴茉莉、晚香玉,可可、烘烤過的零陵香豆,https://www.1976.com.tw/prod/15892
Coach Dreams 逐夢女性淡香精 TESTER,非常適合春夏季節的香氛，中味的梔子花非常耐聞，充滿活潑的意境，ㄧ試就愛上！最特別是銀色茶玫瑰的噴頭，光是噴頭就值得收藏起來！,花果清新調,蜜梨、苦橙,梔子花、仙人掌,龍涎麝香、約書亞樹,https://www.1976.com.tw/prod/17945
Marc Jacobs Daisy 小雛菊女性淡香水迷你瓶,初次接觸香水 也就是大姊喜愛的Marc Jacobs Daisy 回味時帶股清新別於風俗的香氛 尤其瓶身設計 大方 脫俗 彷彿置身在小花園裡的白洋裝女孩而身旁幻蝶群情飛舞 由濃郁甜美的的前調轉成其次中調舒服的氣息 融合後味 珍木 香草 麝香令人難忘 記憶起來還真令姊妹倆陶醉不已,花香調,紫羅蘭葉、野生草莓、粉紅葡萄柚,梔子花、茉莉花、紫羅蘭,麝香、香草、珍木,https://www.1976.com.tw/prod/5123
Calvin Klein ck Contradiction 冰火相容女性淡香精,找梅花的味道找很久，這一瓶一開始會讓人很有梅子綠茶的那種香氣，但冬天擦拭的時候就很有感覺。不是說夏天不適合，這款我個人覺得冬天來穿會比較適合。收藏百瓶香水以上，此款的香氛味真的是非常經典,東方花香調,梅花、蘭花、尤加利樹、椒花,玫瑰、鈴蘭、茉莉花、牡丹,檀香木、沉香、緞木,https://www.1976.com.tw/prod/3203
D&G L'Imperatrice 卓絕群倫(王后)淡香水,"看到好多網美的梳妝台都有這罐，就盲買了，
完全沒後悔!!! 已經好久不噴花果香的我也愛上了，
忍不住天天噴~睡覺也想噴枕頭!",柚木、 檀香木、 麝香調,大黃根、 奇異果、 紅醋栗,茉莉花瓣、 粉紅仙客來花、 新鮮西瓜,,https://www.1976.com.tw/prod/7193
Narciso Rodriguez Cristal 薔薇水晶女性淡香精,若以女性來形容，是一種打扮時尚但不張揚的輕熟女，帶著淡淡的粉味卻不低俗，透露一種專業人士的氣場，讓人想更進一步認識她。,木質花香調,義大利佛手柑、小蒼蘭、玫瑰、橙花,白花花瓣、茉莉、雪松,琥珀、喀什米爾麝香、安息香脂、白麝香,https://www.1976.com.tw/prod/20147
Anna Sui Fantasia Pop Surprise 童話彩虹獨角獸淡香水-四色任選,瓶身俏皮，但其實一瓶瓶分開看並沒有那麼繽紛，所以選哪個顏色其實都一樣～味道的部分真的超級棒！就是很美麗的花果香甜、甜美，喜歡甜美調的人選Anna Sui的香水真的不太容易雷啊！只是很喜歡或是一般不錯的差異。,誘人美食調 、 花果甜美調,覆盆子、黑醋栗、嘉寶果,茉莉花、藍色仙客來,棉花糖、降龍涎香醚、漂流木,https://www.1976.com.tw/prod/21116
Diptyque Eau Rose 玫瑰之水女性淡香水,真的很喜歡這款，玫瑰調性的香水通常會顯得比較有鋒芒，比較豔麗，但玫瑰之水揉合了荔枝的甜膩，帶出了一種活潑俏皮感，讓這款香水不會顯得太過自以為是的高雅，反而有種甜香調皮又帶點女人味的反差感❤️,玫瑰花香調,香檸檬、黑醋栗、荔枝,茉莉、天竺葵、玫瑰,麝香、弗吉尼亞雪松、白蜂蜜,https://www.1976.com.tw/prod/16233
Nina Ricci Premier Jour 曙光女性淡香精,這是我從大學開始用香水的這6年以來，穩坐我排行第一的好香!!! 香味持久，早上8點出門晚上10點回家，香味還能持久不散，且氣味淡雅微甜，不若市面上普遍花香甜香濃郁，曙光女性營造一種似有若無的氛圍，即使流汗了都不會散發異味，再沒他香能與曙光相比了，一聞就愛上!!!,木質花香調 、 柑橘花香調,柑橘、梔子花,香子蘭、白糖果仁、甜豌豆,麝香、聖路加木、檀香,https://www.1976.com.tw/prod/2786
YSL Parisienne 巴黎淑女淡香精,甜甜的莓果香，濃郁的玫瑰香，不衝突的甜美中帶上小性感，就寢前灑上，夢中都會在莓果花園裡曼舞。,木質花香調,黑莓、小紅莓,大馬士革玫瑰、牡丹、紫羅蘭,麝香、廣藿香、檀香、香根草,https://www.1976.com.tw/prod/7330
Coach Dreams 逐夢女性淡香精迷你瓶,使用後直接想購買大瓶的，使用在手腕上，味道很持久，清新的花香味很適合約會的時候使用～～,花果清新調,蜜梨、苦橙,梔子花、仙人掌,龍涎麝香、約書亞樹,https://www.1976.com.tw/prod/17791
Dolce & Gabbana L'Imperatrice 卓絕群倫(王后)淡香水迷你瓶,"看到好多網美的梳妝台都有這罐，就盲買了，
完全沒後悔!!! 已經好久不噴花果香的我也愛上了，
忍不住天天噴~睡覺也想噴枕頭!",柚木、 檀香木、 麝香調,大黃根、 奇異果、 紅醋栗,茉莉花瓣、 粉紅仙客來花、 新鮮西瓜,,https://www.1976.com.tw/prod/22494
Paco Rabanne Ultraviolet 紫外線女性淡香精,剛開始噴上去有點太香豔了，那個香菜的味道又很刺激，一時目眩神迷，不過很快地就恢復平靜，中間出現的紫羅蘭和玫瑰都給人成熟、君子、尊重的感覺。感覺像是一個保護色很重，但是突破心防後發現是極好相處的人,東方花香調,杏子、香菜、黑檀,百香果、玫瑰、茉莉花、紫羅蘭,香草、涼鞋木、雪松、廣藿香,https://www.1976.com.tw/prod/2742
YSL Paris 巴黎經典女性淡香水,當初買這罐時也沒有試聞，看到玫瑰花香調就直接買了！她的味道真的很玫瑰耶，是屬於比較穩重跟成熟的玫瑰香，比較適合熟女使用。,玫瑰花香調,佛手柑、紫羅蘭、橙花,玫瑰、鳶尾花、金合歡,檀香、岩蘭草、麝香,https://www.1976.com.tw/prod/3459
Calvin Klein CK Women 女性淡香精,以現代女性內含的溫柔真實力量為靈感，特地採用了三款大自然中真實的原料，尤加利果、橙花及阿拉斯加雪松作為主原料，設計出一款清新明亮、溫柔感性，又能充分表達現代女性自由思想的香氣。,木質花香調 、 柑橘花香調,黑胡椒、檸檬、尤加利果,橙花花瓣、洋玉蘭、茉莉精萃,乳香精油、阿拉斯加雪松、琥珀,https://www.1976.com.tw/prod/16500
Marc Jacobs Daisy Eau So Fresh 清甜雛菊女性淡香水,daisy系列應該可以說是marc jacobs最有名的了。 這瓶可以說是比「小雛菊」更適合夏天，與另一半外出約會時穿上的一瓶香水。多了點女孩的甜美成分，卻不失特別的味道。 後味不會因為夏天的溫度而變調，反而更融入深刻。 已經成為夏天的定番款了！！！,花香調,覆盆莓、紅葡萄柚、青翠綠葉、洋梨,紫蘿蘭、野生玫瑰、蘋果花、荔枝、茉莉花瓣,麝香、梅子、雪松,https://www.1976.com.tw/prod/8381
Jimmy Choo Illicit Flower 慾望城市女性淡香水,"很有性感女人味,但又優雅不具攻擊性,不具攻擊性的優雅性感這點我覺得也很適合上班,適合主管階層帶點幹練,且下班夜晚和男友約會也很適合絕對是撲倒香,男友很愛！",花香調,杏仁、小蒼蘭,玫瑰、柚子、茉莉,麝香、檀香,https://www.1976.com.tw/prod/13945
Narciso Rodriguez Ambree 晨光琥珀女性淡香精,"前面是清新白花和梔子花粉粉甜甜的香
越往中後調麝香和香草出現，讓前調感覺上也沒有散去反而更加馥郁溫暖很適合秋冬
甜美又不失成熟幹練的韻味。盡顯女性風情的一款
持香和擴香能力都很優秀",木質花香調 、 東方花香調,大溪地梔子花 、依蘭依蘭、白花,麝香、琥珀,雪松、香草精粹、喀什米爾麝香,https://www.1976.com.tw/prod/18269
Nina Ricci Nina 蘋果甜心女性淡香水,第一次買到現在，80ml的已經用完第三瓶了，有想試試看其他香水但都沒有找到比這舒服好聞又好認的味道，瓶身的設計也可愛到愛不釋手，男友一直說好喜歡不准我換，所以會一直地用下去，用掉好多好多顆蘋果。,誘人美食調 、 花果甜美調,花莖甘藍檸檬、卡皮林禾萊姆,月光花、紅太妃糖蘋果、香草、牡丹花瓣、果仁糖,麝香、蘋果木,https://www.1976.com.tw/prod/3486
Marc Jacobs Daisy Eau So Fresh 清甜雛菊女性淡香水TESTER,一開始是Marc jacobs的腦粉，原本以為味道會像服裝設計一樣比較個性俏皮感，不過這款香水可愛的女孩感很強，就是香甜但又不會太多，感覺上班上課都很適合大學不挑場合！,花果清新調,覆盆莓、紅葡萄柚、青翠綠葉、洋梨,紫蘿蘭、野生玫瑰、蘋果花、荔枝、茉莉花瓣,麝香、梅子、雪松,https://www.1976.com.tw/prod/9063
Jimmy Choo Illicit Flower 慾望城市女性淡香水 TESTER,JIMMY CHOO 慾望城市女性淡香水喚起了每個女人內心最深處的渴望，像是偷嚐一口誘人的禁果，打破舊有規則勇於突破現狀。,花香調,杏仁、小蒼蘭,玫瑰、柚子、茉莉,麝香、檀香,https://www.1976.com.tw/prod/13946
Narciso Rodriguez Ambree 晨光琥珀女性淡香精 TESTER,我很愛他們家的香水～持久又不容易撞香，這瓶新的也很快被我收藏，她是同系列中味道最清淡～也最柔和，適合上班時候噴，不會給人太強烈刺鼻的香味，聞起來很舒服，推薦給喜歡淡雅的你,木質花香調 、 東方花香調,大溪地梔子花 、依蘭依蘭、白花,麝香、琥珀,雪松、香草精粹、喀什米爾麝香,https://www.1976.com.tw/prod/18300
Jean Paul Gaultier Divine 高堤耶聖女淡香精,高堤耶聖女淡香精捎來甜蜜的誘惑，呈現甜蜜卻不失性感的調性。,東方花果調 、 海洋清新調 、 誘人美食調,Calypsone、佛手柑、紅色漿果,百合、依蘭依蘭、茉莉,蛋白霜、麝香、廣藿香,https://www.1976.com.tw/prod/22624
Chanel Coco 香奈兒可可典藏女性淡香精,無可取代的經典。比起摩登可可，增添了甜美氣息，經典款更為女人味，適合冬日晚上的約會。,東方花香調,保加利亞玫瑰、芫荽、桃子、茉莉、柑橘,丁香、玫瑰、橙花、含羞草、三葉草,琥珀、檀香木、零陵香豆、麝貓香、沒藥、香草、勞丹脂,https://www.1976.com.tw/prod/19952
Nina Ricci Nina 蘋果甜心女性淡香水 TESTER,姐姐的香水~瓶子超可愛覺得很適合拿來送人XD 噴一次可以到下午， 喜歡粉粉甜甜的人可以考慮這罐。,花果甜美調,花莖甘藍檸檬、卡皮林禾萊姆,月光花、紅太妃糖蘋果、香草、牡丹花瓣、果仁糖,麝香、蘋果木,https://www.1976.com.tw/prod/3520
【身體系列】DIPTYQUE Eau Rose 玫瑰之水髮香噴霧,純淨沉穩的玫瑰香，淡雅不濃郁，隱約間透出微香，而不做作，適合氣質女孩,玫瑰花香調,,,,https://www.1976.com.tw/prod/20013
【身體系列】Byredo Rose Of No Man's Land 無人之境髮香噴霧,頂級玫瑰香氣，有別於其他甜膩的玫瑰味道，沉穩的玫瑰散發出高雅氣息，推薦有氣質的您！,玫瑰花香調,粉紅胡椒、土耳其玫瑰,紅玫瑰、覆盆子花,紙莎草、白琥珀,https://www.1976.com.tw/prod/20777
Jean Paul Gaultier La Belle 高堤耶夏娃女性淡香精,Jean Paul Gaultier2019年推出Le beau 亞當與La belle 夏娃對香，高堤耶打造出無法抗拒的男人味，及誘人的女人香氣，成為互相渴望被俘虜的陷阱。,東方花香調,梨,佛手柑,香草,https://www.1976.com.tw/prod/17226
Coach Dreams Sunset 逐夢暮光女性淡香精,佛手柑的花果味是主調，我有一位朋友非常喜歡這支，從高中就一直使用到出社會工作，還是一直把這支當作是貼身香飾，是梳妝台上的基本香。我個人也覺得好聞，推薦~,花果清新調,梨子雪酪、佛手柑,茉莉、木蘭,香草、零陵香豆,https://www.1976.com.tw/prod/19348
Marc Jacobs Daisy Dream 雛菊之夢女性淡香水,終於首次嘗試網路上一片好評的雛菊之夢，味道活潑可愛，一開始甜甜味道比較濃，到了後味是非常氣質的白木香十分清爽，是一款適合女孩們(學生或上班族)的香味喔!,花果清新調,黑莓果、葡萄柚、水梨,茉莉花、荔枝、紫藤花,白木香、麝香、椰子汁,https://www.1976.com.tw/prod/11923
Coach Dreams Sunset 逐夢暮光女性淡香精 TESTER,前味是帶有梨子雪酪甜美香氣的果味，揉合著清新溫和的茉莉、木蘭花香，像是一個活潑甜美的女孩身上會出現的味道。精緻的玫瑰噴頭也令人愛不釋手！,花果清新調,梨子雪酪、佛手柑,茉莉、木蘭,香草、零陵香豆,https://www.1976.com.tw/prod/19376
Jimmy Choo illicit 慾望城市女性淡香精版本,甜而不膩，有點像歐洲在冬季喝的肉桂橙皮茶，混合了烤爐上的太妃糖蛋糕，很溫暖豐厚的味道，秋冬微冷的季節很適合，噴在身上，在心愛的人懷抱中渡過漫漫長夜。,木質花香調 、 誘人美食調,生薑、苦橙,土耳其玫瑰、沙巴茉莉、橙花,蜂蜜、琥珀、檀香、焦糖、喀什米爾木、香草,https://www.1976.com.tw/prod/14363
Narciso Rodriguez 沐橙琥珀女性淡香水,晨光琥珀女性淡香精的清淡版，雖然沒有原版的濃郁，但 持久力仍然令人驚豔，他們家的香水是我使用過留香度最好的品牌，而且各個丰姿綽約各自芬芳~立志要全系列募集中^^,花香調,橙花油、雞蛋花,麝香、橙花,喀什米爾麝香、琥珀、雪松,https://www.1976.com.tw/prod/19211
Ferragamo AMO 女性淡香精,前調是非常甜美的花果甜香氣息舒服的不會太甜膩，再帶有一點點的木質尾韻襯托出氣質，妳也可以藉由香水折射出不同於她人的魅力光采。,東方花香調,義大利苦酒、黑醋栗、迷迭香,茉莉花、瑪黛、大黃,白香草、龍涎香醚、檀香,https://www.1976.com.tw/prod/22291
Chanel No.5 L'eau 香奈兒清新晨露女性淡香水,結婚禮物收到這瓶~~~非常細膩精緻的花香，帶有一點果皮的青綠感，聞到讓人眼睛一亮，精神都來了，CHANEL五號我各種都有收集，清新晨露的香味鋪陳，和其他五號完全不同，雖然聞到仍然會覺得是五號，但好穿多了，持久度一樣很優秀喔！,花果清新調,檸檬、橘子、柳橙、橙花,格拉斯玫瑰、茉莉、依蘭,雪松、白麝香,https://www.1976.com.tw/prod/14416
